Handle,Title,Body (HTML),Vendor,Standard Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Status
Launo-Intense-Blue,Launo Intense Blue,"Inspiré par la fraîcheur revigorante et l'élégance solaire des côtes méditerranéennes (dans la lignée directe de Light Blue Pour Homme Eau Intense), Launo Intense Blue capture la sensation vivifiante d'une brise marine frappant des falaises baignées de soleil. Son flacon au verre dépoli bleu azur incarne la pureté, l'énergie aquatique et la virilité moderne.

L'ouverture éclate sur un duo d'agrumes percutant où le pamplemousse acidulé et la mandarine gorgée de soleil s'associent à la fraîcheur épicée du poivre rose. Le cœur plonge rapidement dans une vague intensément fraîche d'accords marins salins, rehaussée par la signature aromatique du genévrier et du romarin sauvage. En fond, la composition s'ancre sur une base boisée et musquée ultra-séduisante, où le bois d'ambre et les muscs blancs assurent un sillage propre, durable et irrésistiblement vivifiant.",Maison Alhambra,Aromatique Boisé,,,FALSE,Title,Default Title,REF-MAI-384,shopify,10,continue,manual,500,,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1787674572463-616320413-launo_intense_blue_edp.jpg,draft
xerjoff-naxos-tester,Xerjoff Naxos EDP,"L'élégance classique de la lavande et du citron heurte la chaleur gourmande du miel, de la cannelle et du tabac. Un parfum majestueux, doux et immensément luxueux.",Xerjoff,Ambré Épicé,,"tester,nouveau",TRUE,Title,Default Title,REF-XER-346,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784029722903-684594644-Xerjoff_Naxos.jpg,active
xerjoff-erba-pura-tester,Xerjoff Erba Pura EDP,"Un panier de fruits siciliens ensoleillés (orange, citron) qui repose sur un cœur moelleux de vanille de Madagascar et de musc blanc. Un élixir joyeux au sillage infini.",Xerjoff,Ambré Fruité,,"tester,nouveau",TRUE,Title,Default Title,REF-XER-345,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784029740753-985459063-Xerjoff_Erba_Pura.jpg,active
my-way-intense-tester,Armani My Way Intense EDP,"Un bouquet floral éclatant de fleurs d'oranger et de tubéreuse d'Inde, soutenu par du cèdre et de la vanille. L'essence d'une féminité libre et curieuse.",Giorgio Armani,Floral,,"tester,nouveau",TRUE,Title,Default Title,REF-ARM-160,shopify,10,continue,manual,299,400,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/raw-1783986821641-My_Way_Intense.jpg,active
Riiffs-Freeze,Riiffs Freeze,"Riiffs Freeze est une fragrance unisexe conçue autour d'une idée simple mais saisissante : reproduire la sensation d'une fraîcheur glaciale sur la peau. Lancé en 2025, ce parfum se distingue par une combinaison particulièrement fraîche de menthe, d'agrumes, d'accord glacé et de notes aromatiques.

Dès la première vaporisation, Freeze crée une véritable explosion de fraîcheur. La menthe verte apporte une sensation froide, vivifiante et énergisante, rapidement accompagnée par le zeste de citron, la bergamote de Calabre et le pamplemousse. Ces agrumes donnent à l'ouverture une facette pétillante, légèrement acidulée et extrêmement lumineuse. L'accord neige accentue encore cette impression de froid et donne à la fragrance son identité particulière.

Après cette ouverture glaciale, le parfum évolue vers un cœur plus aromatique. L'accord glacé prolonge la sensation de fraîcheur tandis que le thé apporte une dimension propre, élégante et légèrement végétale. Le gingembre introduit une subtile facette épicée et dynamique, tandis que la sauge apporte une touche aromatique qui équilibre parfaitement les agrumes et la menthe.

Au fil du temps, Freeze devient plus doux et plus structuré. Le Ambermax™ apporte une profondeur ambrée et moderne, tandis que la pivoine ajoute une nuance florale légère et aérienne. Enfin, le cèdre apporte une base boisée propre et élégante qui permet à la fraîcheur initiale de laisser progressivement place à un sillage plus doux et sophistiqué.",Riiffs,Frais,,,FALSE,Title,Default Title,REF-RII-379,shopify,10,continue,manual,500,,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1787673544419-680254647-freeze_riffs.jpg,draft
One-&-Only,One & Only,"Créé par la célèbre maison de haute parfumerie koweïtienne Gissah, One & Only a été pensé comme un hymne à la singularité et à la présence magnétique. Incarné dans un flacon rose fuchsia intense orné de motifs d'arabesques orientales traditionnelles, il capture la fusion parfaite entre la gourmandise fruitée moderne et le raffinement opulent de l'Orient.

Dès les premières vaporisations, le parfum s'ouvre sur une explosion solaire et pétillante d'agrumes et de fruits sucrés, évoquant un verger gorgé de lumière. Très vite, cette envolée laisse place à un cœur floral somptueux où le jasmin délicat et la rose orientale se mêlent à des accents subtilement liquoreux et sucrés. En séchant sur la peau, One & Only révèle toute sa profondeur grâce à un sillage enveloppant de vanille gourmande, de muscs blancs aériens et d'un ambre raffiné qui garantit une tenue remarquable et une projection inoubliable.",Gissah,Ambré Boisé,,,FALSE,Title,Default Title,REF-GIS-380,shopify,10,continue,manual,501,,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1787673870708-749939165-gissah_one_and_only.jpg,draft
so-scandal-tester,JEAN PAUL GAULTIER SO SCANDAL EDP,"Une explosion de fleurs blanches (fleur d'oranger, jasmin, tubéreuse) enrobée par la douceur lactée d'un sirop de framboise. Joyeux, explosif et extravagant.",Jean Paul Gaultier,Floral Fruité,,"tester,nouveau",TRUE,Title,Default Title,REF-JEA-329,shopify,10,continue,manual,299,449,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/raw-1783986837754-So_Scandal.jpg,active
bitter-peach-tester,Tom Ford Bitter Peach,"Une pêche de vigne gorgée de nectar, infusée dans de l'orange sanguine et du rhum, sur un fond riche de patchouli. Voluptueux, provocant et opulent.",Tom Ford,Ambré Vanillé,,"tester,nouveau",TRUE,Title,Default Title,REF-TOM-223,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/raw-1783986848419-bitter_peach.jpg,active
givenchy-irresistible-eau-de-parfum-tester,Givenchy Irresistible EDP,"Le contraste magnétique entre une rose pulpeuse et lumineuse et un bois de cèdre blond réconfortant. Une fragrance anti-morosité, pétillante et libre.",Givenchy,Floral Fruité Boisé,,"tester,nouveau",TRUE,Title,Default Title,REF-GIV-265,shopify,10,continue,manual,299,449,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/raw-1783986835469-Givenchy_Irresistible.jpg,active
amouage-interlude-tester,Amouage Interlude Woman,Testeur authentique de Amouage Interlude par Amouage. Profitez de la même fragrance exceptionnelle à un prix imbattable.,Amouage,Boisé,,"tester,nouveau",TRUE,Title,Default Title,REF-AMO-067,shopify,,continue,manual,299,,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/raw-1783986812931-amouage_interlude.jpg,active
si-eau-de-parfum-tester,ARMANI SI Eau de Parfum,"L'alliance parfaite entre le nectar de cassis voluptueux, le chypre moderne et le bois blond musqué. Une signature élégante, lumineuse et puissamment féminine.",Giorgio Armani,Chypré Fruité,,"tester,nouveau",TRUE,Title,Default Title,REF-ARM-178,shopify,10,continue,manual,299,400,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/raw-1783986794358-Si.jpg,active
scandal-le-parfum-tester,JEAN PAUL GAULTIER - SCANDAL LE PARFUM Eau de parfum intense,Testeur authentique de Scandal par Jean Paul Gaultier. Profitez de la même fragrance exceptionnelle à un prix imbattable.,Jean Paul Gaultier,Signature,,"tester,nouveau",TRUE,Title,Default Title,REF-JEA-323,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784028844637-250985819-Scandal.jpg,active
tresor-midnight-rose-tester,LANCÔME TRÉSOR MIDNIGHT ROSE EDP,Un sillage espiègle où la framboise acidulée et la rose charnelle jouent à cache-cache avec les baies roses et le cèdre. Une romance nocturne captivante.,Lancôme,Floral Boisé Musqué,,"tester,nouveau",TRUE,Title,Default Title,REF-LAN-337,shopify,10,continue,manual,299,1690,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784029037491-754267508-Tresor_Midnight_Rose.jpg,active
dolce-gabbana-devotion-intense-eau-de-parfum-tester,Dolce Gabbana Devotion Intense,"Un départ lumineux de noisette qui plonge dans un cœur vibrant de fleur d'oranger, magnifié par une vanille chaude. Une signature gourmande et réconfortante.",Dolce & Gabbana,Ambré Vanillé,,"tester,nouveau",TRUE,Title,Default Title,REF-DOL-110,shopify,10,continue,manual,299,449,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784030617124-665578510-Dolce_Gabbana_Devotion_intense.jpg,active
guerlain-aqua-allegoria-pamplelune-tester,Guerlain Aqua Allegoria Pamplelune,L'amertume vibrante du pamplemousse associée au cassis et soutenue par la sensualité du patchouli et de la vanille. Énergisant et fusant.,Guerlain,Hespéridé,,"tester,nouveau",TRUE,Title,Default Title,REF-GUE-279,shopify,,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784028705287-615106479-Guerlain_Aqua_Allegoria_Pamplelune.jpg,active
givenchy-gentleman-reserve-privee-eau-de-parfum-tester,Givenchy Gentleman Reserve Privee,"L'iris poudré signature rencontre l'opulence d'un absolu de whisky écossais et la chaleur du bois de cèdre. Un sillage liquoreux, sophistiqué et infiniment élégant.",Givenchy,Ambré Boisé (Floral),,"tester,nouveau",TRUE,Title,Default Title,REF-GIV-264,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784028185847-718063555-Givenchy_Gentleman_Reserve_Privee.jpg,active
dior-sauvage-le-parfum-tester,Dior Sauvage Parfum,"Une ouverture radicale de bergamote de Calabre qui heurte la puissance brute et boisée de l'ambroxan. Une fraîcheur sauvage, virile et affirmée.",Dior,Aromatique Fougère,,"tester,nouveau",TRUE,Title,Default Title,REF-DIO-254,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/raw-1783986824936-Dior_Sauvage.jpg,active
acqua-di-gio-profumo-eau-de-parfum-tester,Armani Acqua Di Gio Profumo,La fraîcheur marine iconique se modernise et s'intensifie grâce à l'encens incandescent et au patchouli majestueux. Une réinterprétation puissante et mystérieuse.,Giorgio Armani,Aromatique Aquatique Boisé,,"tester,nouveau",TRUE,Title,Default Title,REF-ARM-062,shopify,10,continue,manual,299,400,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/raw-1783986827998-acqua_di_gio_profumo_.jpg,active
Khamrah-Dukhan,Khamrah Dukhan,"Variante ténébreuse et captivante de la collection iconique Khamrah, Khamrah Dukhan de la maison Lattafa réinterprète l'ADN gourmand oriental avec une signature résolument fumée et mystique (le terme Dukhan signifiant ""fumée"" en arabe). Présenté dans son flacon cristallin taillé comme un verre de spiritueux haut de gamme, ce parfum rend hommage à l'art ancestral du bakhour et des élixirs orientaux.

L'ouverture séduit instantanément par un contraste vibrant : la chaleur vive de la cannelle et de la muscade se mêle à des nuances d'encens et d'épices nobles. Le cœur dévoile la signature gourmande et suave caractéristique de la gamme, orchestrée autour de dattes orientales riches et de praline fondante, rehaussées d'accents floraux discrets. Enfin, la fragrance s'enracine dans un sillage profond et opulent dominé par un oud fumé, des résines précieuses de benjoin et de myrrhe, adoucis par une vanille crémeuse et une fève tonka veloutée pour une tenue et une projection exceptionnelles.",Lattafa,Ambré Boisé,,,FALSE,Title,Default Title,REF-LAT-381,shopify,10,continue,manual,500,,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1787674079142-313459811-khamrah_dukhan.jpg,draft
yves-saint-laurent-mon-paris-eau-de-parfum-tester,Yves Saint Laurent Mon Paris,"Un accord vertigineux de datura hypnotique et de fruits rouges (fraise, framboise), posé sur un socle élégant de patchouli blanc et de muscs. Romantique et passionné.",Yves Saint Laurent,Chypré Fruité,,"tester,nouveau",TRUE,Title,Default Title,REF-YVE-349,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784030045694-425610128-yves_mon_paris.jpg,active
miss-dior-blooming-bouquet-tester,Miss Dior Blooming Bouquet,Un chypre moderne et opulent où le jasmin étoilé rencontre la gourmandise de la fraise des bois et la profondeur boisée du patchouli. Somptueux et charnel.,Dior,Chypré Floral,,"tester,nouveau",TRUE,Title,Default Title,REF-DIO-301,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784029093009-386002581-Miss_Dior_Blooming_Bouquet.jpg,active
YSL-libre-intense-tester,YSL Libre Intense,"Le contraste couture entre la virilité de la lavande française et la sensualité féminine de la fleur d'oranger marocaine, soutenu par la vanille. Incisif et élégant.",Yves Saint Laurent,Ambré Fougère,,"tester,nouveau",TRUE,Title,Default Title,REF-YVE-299,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784029058352-526765774-Libre_Intense.jpg,active
yves-saint-laurent-libre-le-parfum-tester,Yves Saint Laurent Libre,Testeur authentique de Yves Saint Laurent Libre par Yves Saint Laurent. Profitez de la même fragrance exceptionnelle à un prix imbattable.,Yves Saint Laurent,Signature,,"tester,nouveau",TRUE,Title,Default Title,REF-YVE-348,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784029952307-722521713-yves_libre_edp.jpg,active
hermes-terre-d-hermes-eau-de-toilette-tester,HERMÈS TERRE D'HERMÈS EDT,Testeur authentique de Hermes Terre D Hermes par Jean Paul Gaultier. Profitez de la même fragrance exceptionnelle à un prix imbattable.,Hermès,Signature,,"tester,nouveau",TRUE,Title,Default Title,REF-HER-282,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784028781053-229939166-Hermes_Terre_D_Hermes.jpg,active
armani-prive-rose-milano-tester,Armani Prive Rose Milano,Une rose délicate et lumineuse modernisée par la vivacité du citron Primofiore et la profondeur terreuse du patchouli. L'essence du chic italien.,Giorgio Armani,Chypré Floral,,"tester,nouveau",TRUE,Title,Default Title,REF-ARM-057,shopify,,continue,manual,299,399,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/raw-1783986808809-armani_prive_rose_milano.jpg,active
si-passione-intense-tester,Armani SÌ PASSIONE EDP,"Un parfum lumineux, fruité et audacieux, centré sur la rose et le cassis, conçu pour refléter la passion, la force et la féminité moderne.",Giorgio Armani,Signature,,"tester,nouveau",TRUE,Title,Default Title,REF-ARM-180,shopify,10,continue,manual,299,400,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784027496610-530894690-ARMANI_-_S__PASSIONE.jpg,active
armani-stronger-with-you-sandalwood-tester,Armani Stronger With You Sandalwood,Une déclinaison sophistiquée où le bois de santal majestueux et crémeux vient sublimer la chaleur épicée du sillage originel. Un chic absolu.,Giorgio Armani,Boisé Aromatique,,"tester,nouveau",TRUE,Title,Default Title,REF-ARM-074,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784027723017-768792912-armani_stronger_with_you_sandalwood.jpg,active
yves-saint-laurent-y-le-parfum-tester-YSL,Yves Saint Laurent YSL Y EDP,Testeur authentique de Yves Saint Laurent Y par Yves Saint Laurent. Profitez de la même fragrance exceptionnelle à un prix imbattable.,Yves Saint Laurent,Signature,,"tester,nouveau",TRUE,Title,Default Title,REF-YVE-351,shopify,10,continue,manual,299,500,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784030393743-521710690-yves_Y.jpg,active
versace-dylan-blue-tester,Versace Dylan Blue EDT,"Des notes aquatiques incisives heurtent la bergamote de Calabre, reposant sur un cœur viril d'ambroxan, de papyrus et d'encens. Un parfum de caractère, frais et profond.",Versace,Aromatique Fougère,,"tester,nouveau",TRUE,Title,Default Title,REF-VER-341,shopify,,continue,manual,299,400,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784029650705-794008531-Versace_Dylan_Blue.jpg,active
Now-Women,Now Women,"Créé par RAVE (une collection réputée de la maison Lattafa), Now Women est une invitation à savourer l'instant présent dans un cocon de gourmandise et de douceur pastel (dans l'univers olfactif apprécié de créations telles que Burberry Her Elixir et Yara). Présenté dans son flacon au design moderne habillé d'une cage géométrique rose poudré, il incarne la féminité pétillante, joyeuse et résolument réconfortante.

Dès les premières pulvérisations, la fragrance captive par un cocktail éclatant de fraises juteuses et de fruits rouges acidulés enrobés d'un souffle hespéridé lumineux. Rapidement, le cœur prend des allures de confiserie raffinée où la douceur aérée de la guimauve s'entrelace à un bouquet élégant de jasmin et de fleurs blanches. En séchant délicatement sur la peau, Now Women révèle une base onctueuse de vanille gourmande et de muscs poudrés duveteux, laissant un sillage sucré, lacté et addictif d'une tenue remarquable tout au long de la journée.",Rave,Floral Fruité,,,FALSE,Title,Default Title,REF-RAV-387,shopify,10,continue,manual,496,,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1787675102936-588079922-now_women.jpg,draft
palatine-tester,PARFUMS DE MARLY Palatine,Une partition délicate et moderne où les notes poudrées de la violette et de l'iris rencontrent la douceur lactée du bois de santal et des muscs. Infiniment chic.,Parfums de Marly,Floral Poudré,,"tester,nouveau",TRUE,Title,Default Title,REF-PAR-318,shopify,10,continue,manual,299,1690,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784029384485-296023771-Palatine.jpg,active
Pacific-Aura-Pour-Homme,Pacific Aura (Pour Homme),"Déclinaison plus mystérieuse et enveloppante de la gamme aquatique de la maison Rayhaan, Pacific Aura incarne le contraste saisissant entre la fraîcheur vive des vagues et la sérénité des abysses océaniques. Présenté dans un flacon sculptural en dégradé de bleu profond et de vert émeraude, orné de motifs calligraphiques en relief et surmonté d'un bouchon doré raffiné, il symbolise le charisme tranquille et l'énergie fluide d'un homme en harmonie avec les éléments.

Dès l'envolée, la fragrance saisit par une fraîcheur éclatante et glacée où les agrumes gorgés de soleil se mêlent à des embruns marins vivifiants et des touches végétales croquantes. Le cœur gagne en caractère grâce à une alliance aromatique moderne de menthe, de lavande et de nuances vertes de feuille de figuier, conférant une aura raffinée et moderne. L'évolution finale se pose sur une base boisée et ambrée minérale menée par l'ambroxan, le cèdre et le vétiver, offrant un sillage propre, persistant et magnétiquement séduisant qui résiste avec panache à la chaleur.",Rayhaan,Aromatique Aquatique Boisé,,,FALSE,Title,Default Title,REF-RAY-388,shopify,10,continue,manual,500,,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1787675405437-993393523-pacific_aura.jpg,draft
yves-saint-laurent-myslf-absolu-tester,Yves Saint Laurent Myslf Absolu,"La fraîcheur vibrante de la bergamote de Calabre plonge dans un cœur de fleur d'oranger brute de Tunisie, reposant sur des bois texturés. Subtil, contrasté et moderne.",Yves Saint Laurent,Boisé Floral,,"tester,nouveau",TRUE,Title,Default Title,REF-YVE-350,shopify,10,continue,manual,299,500,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784030143488-97698873-Yves_Saint_Laurent_Myslf_Absolu.jpg,active
parfums-de-marly-valaya-exclusif-eau-de-parfum-tester,Parfums De Marly Valaya Exclusif EDP,"Une aura lumineuse et transparente mêlant la fleur d'oranger, le musc blanc cotonneux et le bois d'Akigala. Une seconde peau éclatante et réconfortante.",Parfums de Marly,Floral Boisé Musqué,,"tester,nouveau",TRUE,Title,Default Title,REF-PAR-320,shopify,,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784029419920-969438238-Parfums_De_Marly_Valaya_Exclusif.jpg,active
kayali-pistachio-tester,Pistachio Gelato | 33 ,Testeur authentique de Kayali Pistachio par Jean Paul Gaultier. Profitez de la même fragrance exceptionnelle à un prix imbattable.,Kayali,Signature,,"tester,nouveau",TRUE,Title,Default Title,REF-KAY-290,shopify,10,continue,manual,299,399,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784029446019-996215829-Pistachio_Gelato.jpg,active
giorgio-armani-acqua-di-gio-le-parfum-tester,Armani Acqua Di Gio Parfum,La fraîcheur marine iconique se modernise et s'intensifie grâce à l'encens incandescent et au patchouli majestueux. Une réinterprétation puissante et mystérieuse.,Giorgio Armani,Aromatique,,"tester,nouveau",TRUE,Title,Default Title,REF-ARM-117,shopify,10,continue,manual,299,400,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784027410927-451319461-Untitled-2.jpg,active
narciso-rodriguez-for-her-musc-noir-rose-tester,Narciso Rodriguez For Her Musc Noir Rose,"L'intensité du musc noir se heurte à un bouquet radieux de tubéreuse et à la gourmandise subtile de la prune, posé sur une vanille vibrante. Mystérieux et envoûtant.",Narciso Rodriguez,Ambré Floral,,"tester,nouveau",TRUE,Title,Default Title,REF-NAR-310,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784029251339-614022682-Narciso_Rodriguez_For_Her_Musc_Noir_Rose.jpg,active
guerlain-aqua-allegoria-pera-granita-tester,Guerlain Aqua Allegoria Pera Granita,"Une poire juteuse et désaltérante twistée par l'acidité du pamplemousse et du citron, sur un fond de muscs blancs. Une gourmandise rafraîchissante.",Guerlain,Floral Fruité,,"tester,nouveau",TRUE,Title,Default Title,REF-GUE-280,shopify,,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784028731466-451656239-Guerlain_Aqua_Allegoria_Pera_Granita.jpg,active
prada-paradox-tester,Prada Paradox EDP,Testeur authentique de Prada Paradox par Jean Paul Gaultier. Profitez de la même fragrance exceptionnelle à un prix imbattable.,Prada,Signature,,"tester,nouveau",TRUE,Title,Default Title,REF-PRA-322,shopify,9,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784029474996-643298447-Prada_Paradoxe.jpg,active
valentino-donna-born-in-roma-intense-tester,Valentino Donna Born In Roma Intense EDP Intense,"La rencontre solaire d'une vanille bourbon onctueuse et d'un jasmin grandiflorum opulent, réchauffée par la résine de benjoin. Magnétique et haute couture.",Valentino,Ambré Floral,,"tester,nouveau",TRUE,Title,Default Title,REF-VAL-338,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784029627407-430131779-Valentino_Donna_Born_In_Roma_Intense.jpg,active
xerjoff-accento-overdose-eau-de-parfum-tester,Xerjoff Accento Overdose,"Une cascade de notes fruitées intenses amplifiées par des notes vertes rafraîchissantes, du pin et de l'eucalyptus, reposant sur un bouquet de fleurs blanches. Opulent.",Xerjoff,Floral Fruité (Aldéhydé),,"tester,nouveau",TRUE,Title,Default Title,REF-XER-344,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784029706281-485039047-Xerjoff_Accento_Overdose.jpg,active
yves-saint-laurent-ysl-myslf-eau-de-parfum-tester,Yves Saint Laurent Ysl Myslf EDP,"Le contraste saisissant entre la clarté éclatante de la pomme verte et de la sauge, et la force sombre du bois de cèdre et du vétiver. Le parfum des hommes qui osent.",Yves Saint Laurent,Aromatique Fougère,,"tester,nouveau",TRUE,Title,Default Title,REF-YVE-352,shopify,10,continue,manual,299,550,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784030486993-149356421-yves_myself.jpg,active
tom-ford-ombre-leather-eau-de-parfum-tester,TOM FORD OMBRÉ LEATHER EDP,"Un cuir noir, texturé et enveloppant, illuminé par la cardamome épicée et la sensualité du jasmin Sambac. Un sillage puissant, tactile et infiniment élégant.",Tom Ford,Cuir,,"tester,nouveau",TRUE,Title,Default Title,REF-TOM-333,shopify,10,continue,manual,299,490,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784029557527-770177541-Tom_Ford_Ombre_Leather.jpg,active
tom-ford-tobacco-vanille-tester,Tom Ford Tobacco Vanille EDP,"L'association magistrale de la feuille de tabac blonde et de la vanille onctueuse, enrichie de fève tonka, de cacao et de sève de bois doux. Chaleureux et iconique.",Tom Ford,Ambré Épicé,,"tester,nouveau",TRUE,Title,Default Title,REF-TOM-335,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784029593729-541043609-Tom_Ford_Tobacco_Vanille.jpg,active
Khamrah,Khamrah,"Véritable chef-d'œuvre de la maison émiratie Lattafa, Khamrah est l'un des parfums orientaux les plus emblématiques et célébrés au monde. Présenté dans un flacon sculptural en verre ciselé rappelant les carafes de spiritueux de prestige, il évoque immédiatement la chaleur, la convivialité et l'opulence des salons orientaux.

Dès la première pulvérisation, le parfum s'ouvre sur un souffle d'épices chaudes et réconfortantes, où la cannelle et la noix de muscade se marient à la fraîcheur subtile de la bergamote. Le cœur se déploie dans une gourmandise irrésistible avec un accord sucré de dattes confites et de praliné onctueux, adouci par une touche florale délicate. L'évolution finale repose sur un fond riche et enveloppant dominé par la vanille crémeuse, la fève tonka et des résines précieuses de myrrhe et de benjoin, laissant un sillage puissant, sensuel et d'une longévité exceptionnelle sur la peau.",Lattafa,Ambré Épicé,,,FALSE,Title,Default Title,REF-LAT-382,shopify,10,continue,manual,500,,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1787674196151-110331107-khamrah_lattafa.jpg,draft
carolina-herrera-good-girl-gold-tester,Carolina Herrera Good Girl Gold,Testeur authentique de Carolina Herrera Good Girl Gold par Jean Paul Gaultier. Profitez de la même fragrance exceptionnelle à un prix imbattable.,Carolina Herrera,Signature,,"tester,nouveau",TRUE,Title,Default Title,REF-CAR-233,shopify,10,continue,manual,299,449,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784027903964-316800943-Carolina_Herrera_Good_Girl_Gold.jpg,active
guerlain-aqua-allegoria-mandarine-basilic-tester,Guerlain Aqua Allegoria Mandarine Basilic,"La pulpe juteuse de la mandarine heurte l'énergie aromatique du basilic, adoucie par le thé vert. Un sillage joyeux, pétillant et lumineux.",Guerlain,Hespéridé Aromatique,,"tester,nouveau",TRUE,Title,Default Title,REF-GUE-277,shopify,,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784028654932-536708393-Guerlain_Aqua_Allegoria_Mandarine_Basilic.jpg,active
boss-bottled-unlimited-eau-de-toilette-tester,Boss Bottled Unlimited,L'énergie givrée de la menthe se heurte à la douceur de l'ananas et à la masculinité du ciste labdanum. Une fragrance vivifiante pour ceux qui ne s'arrêtent jamais.,Hugo Boss,Aromatique Fougère,,"tester,nouveau",TRUE,Title,Default Title,REF-BOS-229,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784027801130-26126444-bottled_boss_unlimited.jpg,active
